hgnc_symbol	logFC	PValue
RPL37AP1	-2.383824915748028	0.00957398181367288
PPP1R26	1.337214457409654	0.00958359980511434
CPNE2	1.2886729574244542	0.00959725942760352
AK5	-2.0516812071991843	0.00964489746016689
LINC02218	-2.892484795273936	0.00964597025756488
GKAP1	-1.1344988196773564	0.00965764665835564
IL2RG	-1.174542069946444	0.00966244255333234
SYNE1	-1.3193053009687756	0.0096750984201178
RUNX3	-1.7279311147615268	0.00967955729761
SPTLC3	-2.0012821564364422	0.00968288649453357
RPL4P7	-3.0096978618365453	0.00968605556494397
STARD13	3.347897006934874	0.00968957664756793
XRCC4	1.174693159532712	0.00970177915891859
FH	1.044994343442923	0.00970829784270116
RUSC2	1.7639757057090348	0.00972064085735867
PGM2	1.240984782284157	0.00973832666873103
MRPS18B	3.935370314462808	0.00976285001828094
EEF1A1P13	-1.866622348766486	0.00980311131972058
PDIA5	1.618862629471207	0.00983943043831148
LRMDA	1.897470933830316	0.00984561559813247
GEMIN7	1.1130925001718133	0.00989006669646019
SYTL1	-1.0549049047483468	0.00989030221948424
ZBTB20	-1.3129329068033275	0.00989277584212307
NCAPG	2.113101666467721	0.00992421141566657
SIAH2	2.871759911478205	0.00999027267794846
SERPING1	2.2872476292859703	0.00999247153429992
TICAM2	2.6514341453476167	0.01003905187710836
GRAMD1C	-2.25899305736387	0.01004752926512084
RPL22P1	-2.605622490167335	0.01008932150176892
KLF2	-1.4457141342609472	0.01009122887903738
KCNQ1OT1	-1.2508681115709792	0.01012415352505169
LMO3	2.988551737857601	0.01013894057568277
NFIA	1.8130861229164204	0.01014754356877977
KLF3-AS1	-1.3514109477789258	0.01015238962005309
KLHL8	1.2967096400492222	0.01016140980067064
SNORD70	-2.9397732881916285	0.01018055607800503
RPSAP47	-7.163885345663963	0.0101918590388827
DIAPH2	1.1777459787702598	0.01020838286730357
WASHC1	-1.1546719891633503	0.01023041791709345
DEFA3	-2.8797145284734587	0.01023283861706985
NIFKP6	-1.9697063611626977	0.01024306815661146
NAP1L5	-1.0111310070520796	0.01024817394976964
NEO1	-1.5222413272991595	0.0102623269621954
FAM151B	2.2106648140089313	0.01028551058611754
LGALS9	1.30047003987371	0.01028954056669661
SEMA5A	-1.995702526072168	0.01029676362503887
CD300C	1.9546597556527536	0.01030082604465366
KRT73-AS1	-1.615030929581717	0.01034531168465528
GCNT4	-1.8352473413881296	0.01035405787208344
TMEM255B	1.639006562662573	0.01040627120814182
STBD1	1.7372039002242998	0.01040740779045483
CATSPERG	-1.3039586354729409	0.01044835108005949
MAF	-1.3748315400790885	0.01045552747675854
ZAP70	-1.4154600393579369	0.01049350091953755
PICK1	1.3707420725161694	0.01049582752722931
TRMT9B	2.617943250181797	0.01050624064008403
ZNF215	2.146427727635409	0.0105179104720902
IGHV5-51	3.328747601532288	0.01054744105432435
FAM86B1	-2.423433833811912	0.01056019559063972
KIR3DX1	-1.7545799036101355	0.01056172844205758
OAS2	1.8203572219229032	0.01058392735950845
PSMB3	2.5266839270216463	0.01059584159946915
NMUR1	-1.6589754978931168	0.01060070161277126
CXCL5	-3.260188282165923	0.01063273179441791
HMGB3	1.5780980551286008	0.01066455701560112
RAD51AP1	1.7730389679625078	0.01070210542579834
RNPS1P1	1.9808770922207823	0.01073108232664671
RNU6-1237P	-3.1211130655658335	0.01075982841798349
RPL26L1	1.3047458264622842	0.01081797632780624
CXCL6	-2.6011958106754842	0.01081864067832604
MPV17L2	1.0047638091594124	0.01082471499715937
ANKRD12	-1.2125322596655612	0.01083131565935259
SHH	-2.039840216185599	0.01083281348210512
APP	1.0505131130755276	0.01084405321487892
TEKT4P2	-2.6568904412017744	0.01085001683326769
PDSS1	1.1872476250148325	0.01085958649949298
DEPDC1B	1.8481191839996385	0.01090139026434581
CORO6	-1.4978201223220595	0.01093052965762927
ITPKB	-1.0145878920748577	0.01094147354634612
SCARNA5	-3.0466544875655863	0.01097173444160629
TUBA3FP	-2.0165266430620132	0.01101017188948914
AURKB	1.6802048083460968	0.01102709241460491
SLFN12	1.2361989096788797	0.01103533020334169
ADAM15	1.458589466894135	0.01104100545127518
RILP	3.065973919445923	0.01105744564879196
IL1R2	4.946076625715339	0.01106324805704735
CD40LG	-1.5894371522774782	0.01106743423905897
BAHCC1	1.8295002820451256	0.0110692869427583
EPB41L4A	-1.884674950589112	0.01106945718165343
YPEL4	2.763284946233778	0.01107207436745269
LGALS1	1.3007965329428846	0.01107208631583992
LTBR	1.7174370665725112	0.01108355755427089
EFCAB1	-5.43589301677375	0.01108410000657057
GATA2	-2.7284537086115086	0.01108499330196821
PKP4	1.2592065342761785	0.01111142864764206
DNAJB1	-1.2077177654051514	0.01112216806748339
PRRT4	3.0807579956163504	0.01114578880677149
RPL21P11	-3.53480857209354	0.01114658965168982
SIRPB2	1.8153411592555928	0.01116047911191438
GOLGA6L4	-2.24702602921923	0.01116682339898779
PRC1	1.2922495015697129	0.01116905553266603
IGHA1	2.0830914928172177	0.01117050677912273
ARHGAP24	2.0483798970279903	0.01119341155370805
EAF2	1.3066626065425295	0.01121589022586388
PIP5K1B	1.5357016902212703	0.01123069160011222
CSGALNACT2	1.2559434579772086	0.01123253146056408
SCAI	-1.1878002247627215	0.01124423582589228
LINC00943	-1.6843057193869622	0.01125115188417573
HMGB1P8	-2.2810996652767885	0.01125853393542673
C14orf132	-2.411616567405213	0.01126519696029126
B4GALNT3	-1.5040640426969434	0.01132075126734809
H1-4	-1.954238733558048	0.01136446816221481
PIR	2.5935855537719177	0.01136891000359937
LINC02084	-1.431272042081548	0.01137838305036844
RNF5	3.3755617083260376	0.01140020642408832
JPH4	1.8763131578171977	0.01145986909794795
SMAD9	-2.064614205507079	0.0115197302770545
CYP46A1	-1.9885884848157367	0.01153037505295266
MX1	2.1954478775160142	0.01153133403612722
PAX8-AS1	1.1050476146408983	0.01153791015300075
BMPR1A	-1.1547939511470393	0.01159747901151502
SCGB3A1	-2.3645058561778693	0.01161776387564066
RNU5E-1	2.1626172693452035	0.0116216227649048
FRMPD3	-1.903674764454606	0.01162457924132847
RPSAP9	-2.2197676936156037	0.01162643882616137
PLCL1	-1.2215312039132211	0.01166984107138064
RFX8	-1.791612437072006	0.01172303794569872
BMF	1.344165798455084	0.01172799883100433
SNORD3B-1	2.581451796500376	0.01176761040207347
MT1F	1.266841975022833	0.01178242053523748
FRMD4B	1.1585279591198745	0.01178316940401202
RAP1AP	1.6628375871635288	0.01180218045445111
IGHV3-23	2.2290163059540173	0.01180311340196852
RPS6KC1	1.005850533564127	0.01182055000754044
TRBJ2-4	-3.5841183798590124	0.01184245575387133
ARVCF	-1.2745691164563686	0.01185927277956839
RNF182	6.87881141432695	0.01187622027005176
RPL12P38	-2.4058754144027983	0.01189585724752236
DNAJC13	1.0846738183241007	0.0118987559028112
CFAP36	-1.0128746429971291	0.01191331612863007
SPTSSA	1.034478610268973	0.01191333932684458
HOMER1	-1.3974314788675724	0.01194956771820932
ADAM22	-1.3571199819351918	0.01195125171651444
TMEM191A	-1.520378542707927	0.01195692385828479
TRGC1	-1.797059882703913	0.01195808737247152
IGKC	4.255675838641116	0.01196927353399598
KIAA1522	1.184638533756072	0.01199730448030147
MIR4298	-1.9795506488848849	0.01200004750683825
LINC00599	7.868526433848809	0.01205415460072749
CPNE8	1.5555574219298895	0.01207955617134029
BCKDHA	2.2136224957354136	0.01209982263261007
KIF5C	-1.5586060355699072	0.01211127221400931
IFITM3	1.8941143641921097	0.01212210437585904
PPP1R17	-3.083849524894178	0.01216160228236943
SLC6A20	-2.9359749032731464	0.01217340479785909
PLA2G6	-1.027519475406657	0.01219346496781814
CCL5	-3.649059792458473	0.01220627861521967
LINC01973	-1.9670989043849	0.01221267479979365
FAT4	-2.0926190553867547	0.01221877883831916
CNTNAP2	-2.826288405501491	0.01223602480223062
APBB1	-1.5872922657140298	0.01226890821604267
GSTZ1	1.3410040461052335	0.01227945840902217
MT2A	1.4855312719624765	0.0123303732003979
KNL1	1.6908267968774664	0.01233395659684767
ACOX2	2.2952937604079753	0.01233499981047529
PLSCR1	1.8773294180652231	0.01234055778072955
TMIE	-2.364921041887989	0.0123474219255113
RLN3	3.3204383651697467	0.01235607855723916
CARNS1	-1.708242171699669	0.01237341074867107
SMIM18	-1.740144826791738	0.01240726304339763
TIMP2	1.7959900123884052	0.01241665458747036
CDH5	3.7805477797529807	0.01242268711446901
TYRO3	3.74479989839698	0.01242707508400284
IQGAP3	2.655721574772446	0.01245869876047756
LINC02724	1.6187222804866368	0.01252009482270802
PTK7	-2.006091663634882	0.01252266793230137
MCUR1P1	-2.566425952208254	0.01252758957889577
AJAP1	-1.8541021370991608	0.01253705250358777
ADAMTS1	-1.4929290314004264	0.01254419086965063
TNRC6C	-1.773985490721676	0.01256640451578315
YWHAE	1.36728854082267	0.01257250607282513
TRIM74	-1.7346163008425397	0.01257521294487113
SETP20	-1.8185307048758623	0.01258359700107405
CD86	1.7790737512549837	0.01260791082948591
RNU5A-1	2.2179118538405445	0.01264110878055315
PATJ	-1.1189658394522917	0.01268630795273731
DPYSL4	-2.4232060685677665	0.01268716510318222
MTCYBP3	-2.030398853949484	0.01269809642303949
PARD6B	-1.3415302844370376	0.01270319333041245
NOMO3	2.368296021229694	0.01273124349085413
NUDT16	1.8976695998499025	0.01274887383990291
YWHAH	1.197537899919355	0.01275515513836377
SH3RF1	1.4232056588284276	0.01277550732765205
IGKV3D-15	3.8556197038362807	0.01280522894021009
TXNP4	2.324266748996382	0.01280588091805801
CD1D	2.0579014418106296	0.01281070335162471
RAB39A	1.5917307698576484	0.01281519944033751
DEPP1	2.2001188989027525	0.01281601357008283
LINC02520	-1.584702895901604	0.01284430483742219
NLRP3	2.131652059797759	0.01284940321667121
RNU6-5P	-1.5599324414106328	0.01284940896285661
RPL13AP7	-2.3270921557524513	0.01285952160921971
CD200R1	-1.840300222841374	0.01292351722740765
FBN2	2.591355861167297	0.01295434958291518
CHPT1	2.3620891982437544	0.01298937545359069
CD33	2.083872409798803	0.01300849978858133
ELL3	2.5963343407985353	0.01303177327095989
CCR2	3.0244695703469686	0.01306891971314117
RHEBL1	-1.5903829227301762	0.01309321590138723
MAB21L2	-2.6341232336520055	0.01310045442862164
TTC39B	-1.1599784953667027	0.01310486465535959
RN7SL138P	2.4808765067207372	0.01310646923223874
SNX7	-2.589096131903677	0.01311656117550831
TPT1P12	-1.9758271159551264	0.01312187786463401
MYO10	2.17023257577955	0.01312490146334689
GYG1	1.3335188663278343	0.01313437419641623
PFN2	-1.2610762498214965	0.01315046972187652
A2M	-3.0023584197332833	0.01315105268683949
OLAH	5.548542253917191	0.01316178468904271
DGKK	-2.4380816222086175	0.01317656599805313
SLC7A7	1.5161538616442445	0.01318791358180633
ARSB	1.129205718843971	0.01323031814167906
PRR16	2.9669445779678756	0.01323776660008203
LINC02611	-1.3067023260646218	0.01324330855585341
SLPI	-2.4460209023931743	0.01324751075780585
LAP3P2	2.688145992623457	0.01325229070386085
LINC02785	2.545285502884425	0.0132958549705455
CCL28	-1.1664300108280763	0.01332183556286383
MPP6	-1.2588662776964654	0.01336390621716722
IRGM	-1.6102928720524026	0.0133765725554852
EIF4A1P2	2.145499294314806	0.01339171348268062
SLC10A5	-2.1837764184656026	0.01340091334493594
SBK1	-1.805494744795879	0.01340251302941639
CYBB	1.674207383701481	0.01343856850283052
B3GALT2	-2.2403368400097663	0.01347496633945813
VIM	1.1137079735380324	0.0134823348980932
C19orf38	1.5474376605658562	0.01349232599113109
TOPORS	-1.3159283906201258	0.01349661340441913
KDM2B-DT	-1.6673152518124146	0.01354478192411098
ZNF540	-1.7583087505219388	0.01354932229035938
AIG1P1	-1.874875778174973	0.01355063232877635
TPI1P1	1.332209366615861	0.01355898813817315
SCPEP1	1.6859382882883676	0.01361495599909291
TMEM39A	1.0234268671215174	0.01363644270929106
SH3BP4	1.8670781110386991	0.01370127409130198
IGHV3-64	5.516179446511589	0.01373676699352898
TMTC2	1.8350177458321997	0.01373928935277273
TKTL1	-2.392684214913345	0.01377160279042472
TSTD1	-1.5099525778588023	0.01378888411432158
EIF4EBP1	1.1090821366752135	0.01381887067652401
OLFML2B	3.587261982286904	0.01383730528445845
TLE2	-1.9268205269976504	0.01387384988572205
ZNF365	-3.021543537127685	0.01390704255153196
ELMO1-AS1	-2.308751417294436	0.01397040075279039
RAB44	1.9329572656095768	0.01399944396935496
LTF	-1.986842320632835	0.01403697739467797
PLA2G4A	2.22267988860389	0.01405217538985748
SH3TC1	1.0757197862989605	0.01411361426772618
GK5	-1.116853462134901	0.01412000427684578
KLKB1	-1.8741257978128352	0.01413051650882592
SARDH	-1.906574830689931	0.01413288445755644
NPL	1.138228291044615	0.01416515288406836
REELD1	-1.5375130375252095	0.01418062788107761
RPEP3	-2.73854010385855	0.01420116636251603
PI3	-4.480476029852174	0.01420214670562811
PRKCQ	-1.1938894961818507	0.01421915087761588
SNX8	1.3127604604826004	0.01423889126989361
CKB	-1.5097843917762075	0.01424711601560603
NOG	-3.589751357796752	0.0142547132252827
KY	-3.1905201918981105	0.01426087831493612
IGLV1-44	2.137898490497303	0.01426591364205142
RPS27AP5	-2.010849149964532	0.01426626065479383
MRPL53P1	-2.1124238414996417	0.01426835812566531
FEZ1	-1.7979149283120526	0.01430189481004432
EREG	2.5874489972272263	0.01431065469813271
MIR3671	-1.917858993634115	0.01432933575842402
NEK3	1.1777171925616174	0.01433081129916381
SIRPA	1.415674606788141	0.01434736018909194
NDUFAF1	1.0551042789375875	0.01437045654780883
CFP	1.3846779535577027	0.01437459114668061
TTC16	-1.4737129822269626	0.01440959286219678
OMD	-2.161104782297247	0.01441059447990626
GRIN1	-2.726707052609834	0.01444569592658578
MT1X	1.8079979469688028	0.01449013297496215
SMOX	2.5278153095457707	0.01449807073583343
TJP3	-1.7826394373079515	0.01452911192318273
TRAV12-1	-2.4230409814837515	0.01453732715496996
ASPRV1	-1.7026916518894306	0.0145441629285688
CCNB1	1.8387087081394968	0.01455411269803706
SPHK1	1.7426728301777568	0.01457017359167308
ZNF827	-1.0701766893382167	0.01458584824640032
LMNB1	1.129697930637312	0.01460291542784956
RPS12P4	-3.039234246189354	0.01461244517481414
TXNDC5	2.0874194849707557	0.01467234025456483
SUMO2P3	1.7443160509406592	0.0146840029187905
FAM189B	-1.743826980479484	0.01470812340149684
NKG7	-1.4001938029736734	0.01470976103478597
RPL21P30	-2.066232870653848	0.01471990959829459
RPS27AP7	-2.1323776753813135	0.01473416672735189
NPC2	1.34309222027498	0.01475396888444895
SLC4A7	-1.0623992481764173	0.0147927359345433
CD36	1.8409369889221383	0.01480476278928438
GLB1L2	-1.8653987858149272	0.01488472355439001
TMEM263	-1.0077741765101935	0.01489572917140642
ACTN3	-2.220686709177638	0.01491020039952926
RNA5SP283	1.9340353059863509	0.01492303810688559
DIAPH3	2.2108667141271128	0.01492354594172961
SMDT1	3.0379060501273267	0.01493168972868538
NOS1AP	2.4742193940929145	0.01494021936336856
ITGA7	2.17507120540618	0.01494834364234353
FCN1	1.6864929503338555	0.01496095149071272
MCM4	1.136460775772891	0.01496565590359921
AHDC1	-1.0210124295731922	0.01499699934328137
LRATD2	-1.4376521457358344	0.01503358884594504
ELOCP33	-3.286209350772981	0.01504417763081689
APLP2	1.1674472580916548	0.01507984602183954
FXYD6	2.296024407367598	0.01509967466332426
SFN	-2.0564745534989113	0.01510815650790502
COBL	-2.9189269218629437	0.015192759611894
TMCC2	4.374639643606701	0.01522925292388291
NECTIN3	-2.142865016870437	0.01523853052848758
NPIPB12	-1.1548144409365562	0.01524651514231187
RNU6-242P	-1.7169729776864409	0.01527776394278619
CHRNE	-1.5600776801587106	0.01527967694499944
ASPH	2.0538172951351306	0.01539930506010491
PDHA1P1	-2.8161871598590267	0.01541740967002873
TMEM182	-1.507940018780425	0.01543244036899294
CD38	1.4557446055348295	0.01543315846830713
LINC02777	1.5947960897281557	0.01543688417164836
PSMA6	1.4014348476441263	0.01546337829912575
TMEM63C	-1.966112345030442	0.0154775851936665
AKIP1	1.077782143702689	0.01549312976945948
NEXMIF	-2.327378314481058	0.0155057718171667
RIOX1	-1.012916751991103	0.01552712506613045
CLPB	1.4751289011131674	0.01554814139231874
ITGA1	1.7770136812437292	0.01556273165297402
EPPK1	-2.192001643643816	0.01556985127761514
JUP	1.591767906198939	0.01559741704785295
ARF1P2	-2.155453845374612	0.01560061725510415
CMPK2	2.4677239051219138	0.01563211472913046
GOLGA8B	-1.260878244343345	0.01572613294298745
JAZF1-AS1	1.8396257304280423	0.01573309805846055
RNVU1-15	1.516331995999909	0.01574474615406102
TRIQK	1.4312820199150589	0.0157572698719253
C1orf226	2.4092723517974086	0.01576243492408487
DOK4	-1.547281515149118	0.01576325219531737
DAAM2-AS1	5.4446968258269495	0.01580646224699951
IGKV6-21	3.2553059467316063	0.01582237733379815
ENPP5	-1.6483019547589477	0.01585911702007067
CD96	-1.0959722981124391	0.0158598547827102
CH25H	4.039303889488697	0.01587021149118318
MEG3	-1.894103178822929	0.01588164843399194
NEDD4L	3.2451807923267553	0.01588395716445349
UNC5A	1.8054850188040787	0.01588559186613249
IGLV1-40	2.257796340957955	0.01590553425351289
ADGRG1	-1.4625325161591118	0.015927410180388
CCDC114	-1.5097203371399406	0.0159585538183545
TDRD9	2.809831591759513	0.01596235427132188
CYCSP38	-2.152121296330921	0.01597170045830548
BMS1P2	1.9896290138463788	0.01598039175490122
CFAP77	6.275558923463925	0.01598686368403661
RASAL3	-1.1155982232393236	0.01599331748190494
DSE	1.447632997866971	0.01601116800431873
NMRAL2P	2.471571632153947	0.01602699642815672
HMGN2P20	-2.5590899387098736	0.01603798505040351
CYP2B7P	-1.5129882973318058	0.01604278860263647
MIR1203	-2.101574539025569	0.01605673713848718
LINC01907	2.1897488162566585	0.01606928962560594
SLC37A2	1.433772434042285	0.0160793905132402
KCNN3	2.6524538787988505	0.01614331548598327
SCD5	-1.5695830478923245	0.01617745789749625
IFITM3P6	-1.6146751562046155	0.01618966650458596
EIF4G1	1.0416349798775475	0.01623903758930705
KIAA1257	-2.2427787192053	0.01624662430877209
SHMT1	1.2375601911049874	0.01625637804473941
ANKRD20A7P	-2.5790855890148214	0.01626302498340832
SRSF12	-1.590717456804099	0.01629627930340406
INKA1	2.58077890875885	0.01629819623358778
LINC02470	3.3078239723444267	0.01630302101199976
TRGC2	-1.3730446226433328	0.01634084359872324
NDRG2	-1.1331959219946668	0.01636982388579375
GIMAP3P	-1.3774574498160137	0.0163705136074198
OSM	-1.960916155508423	0.01637761817282093
CCNA2	1.7500801869016642	0.0163804858640863
TFDP1	1.5320524213280065	0.0163940496677473
ZCCHC18	-1.415907248523365	0.01645409085435126
PLA2G7	1.7787020380620149	0.0165291291845433
EPHB2	3.492672529553011	0.01654265515075824
SPEF2	-1.3765407750305825	0.01655224425658894
ST8SIA6-AS1	-2.111490658896096	0.01657465360459301
XIRP2	4.166347624963578	0.01659717580426518
MIR103A2	-1.5658599112984013	0.01660801702998219
CLCF1	-1.09771749618878	0.01666018074881522
ITGB2	1.0178196122642775	0.01667295245139766
MIR4518	-1.53758245941696	0.0166945266185513
RAPSN	-1.6115458497499449	0.01672000310138177
MORC4	-1.3403798662633202	0.0167227773147464
BCAS2P2	-1.4261694342789326	0.01674904967606818
C2CD4D-AS1	-1.4846348289544395	0.0167624621780618
AGAP9	1.2219943762933745	0.01676714350484533
ZNF812P	3.4054718149981644	0.01677547228565591
CRTAP	1.054015793489662	0.01678211473714984
RNU5E-4P	2.7872695703570365	0.01679527044284229
MZB1	3.038206191830321	0.016827945495782
LONRF3	1.4387697078935102	0.01683494226153077
TYMP	1.6264027233749832	0.01683846699478306
RORA-AS1	-1.4105925787221796	0.01687589188202032
SIRPAP1	2.493871085921662	0.01689017914002097
RFTN2	-1.595274662679594	0.01690513052117213
ZXDB	-1.066862885584966	0.01696619168222252
P2RY1	2.6168552627369945	0.01699381091035701
METTL21EP	-2.007946828124792	0.01701355004457152
TEC	1.0896213887520716	0.01703515776649315
LACTB	1.033559155772934	0.0170383819074119
GPR153	-1.5374287169923264	0.0170722101320802
PRKCH	-1.1534213400778937	0.01709527336630901
RNF144B	1.7269808402907596	0.01710302035741198
GRN	1.6309693772498834	0.01711770138398978
H3P14	-2.975162262888368	0.01712661029702949
BHLHA15	2.36069568095777	0.01720123865172946
NAP1L3	-2.263298250145955	0.01720664655897738
ANO10	1.1285857060013276	0.01723181610359482
IGKV1D-33	5.375512324921432	0.01724996912573772
ZNF542P	-1.1601286244831412	0.01725121884825562
SYT5	-2.404170683210657	0.01729275750065259
RPL15P5	-1.9955473228778733	0.01729522515410592
CAP2P1	-1.9585380548036968	0.01734542474467617
SLC16A5	1.1875779840093572	0.01737479171517659
RNASE3	3.6753956602672986	0.01738269397634515
HASPIN	1.897548231237971	0.01739907702496873
SLC2A4RG	-1.4659934180142482	0.01740699092906065
LINC01750	-2.879123370426185	0.01742719838472515
ZC3H12C	2.071819803229665	0.01748214289314501
PAQR4	1.3522058947770548	0.01750859557977398
ADAMTSL4-AS1	-1.0976548664467318	0.01750954340706728
FCRL5	2.1301769043209613	0.01752263960175042
IGLV3-16	3.770064348068373	0.01755315052311784
EFHC2	-1.2227057848733305	0.01756731765692121
TRANK1	-1.0471441757886055	0.0175858598583279
MPHOSPH6P1	-1.569770875689183	0.01759231186375601
RNU6-315P	-2.056729297718043	0.01765843494939564
HYDIN	-3.2121846524475046	0.01766513337259379
FCGR1A	2.177674282919883	0.01766606561614328
KLF12	-1.3552408538245468	0.01769357080677077
SIL1	1.077571627169405	0.01772315081600151
LGALS9B	-2.218256231293845	0.01773632752927027
PRAM1	1.390548361881894	0.01774008082605484
IGHG4	3.5205510562554556	0.01776877968502624
TFPT	2.4090175756032988	0.01778539141242664
GPT2	1.18071038087128	0.01779564427590256
KIF19	-2.2476873857043227	0.01780596639875168
ITPKC	1.1264363635622	0.01788651985391291
SCARB1	1.2124750812326126	0.01789574524616366
EBI3	2.804921782814416	0.01789661256043548
DBH	-2.1831482453116573	0.01790495310555687
GTF2H2C	-1.483190269930013	0.01792750105911634
LRRC56	-1.4785524241521495	0.01792867194477421
TAFA1	-1.934772633332041	0.01795011220708409
PNLDC1	-2.1022507595530344	0.01797470136311373
LILRB5	3.152690976306733	0.0179747235341899
ZNF329	-1.2372022736931916	0.01797847472063132
ARHGAP33	-1.2060260194828218	0.01800173740364307
SEMA3G	1.52733429355475	0.01802242472802124
NEURL1	-1.2838507971369697	0.01804356511699253
RNU6-1153P	-1.7906674928611053	0.01807129689280578
MFGE8	2.153663160520773	0.01807476903718905
MAP2K6	1.3216288800340967	0.01811978628679623
NAIP	1.602605964800189	0.0181504474651687
GNAL	-1.0996049108507102	0.01815995739516418
FZD1	1.3498519652966512	0.01817076174170448
PPIAP72	-1.8820064146663895	0.01820071307532469
HGF	2.1549147146254386	0.01827845529702258
MPND	1.0357612579672195	0.018336144730691
NPY6R	-1.942881069571772	0.01835087435086774
HSD11B1-AS1	-2.173328344676754	0.01836504110811665
RNU6-539P	-1.880261045643291	0.01836779127152745
MMP2	3.180867966616544	0.01838237050371029
AGBL3	-1.7452369667357936	0.01839818060715563
SAMSN1	1.6621757273689393	0.01840014113820617
TCAF1P1	-1.5953580377901948	0.01847445857361735
RDM1P5	-1.523513303181499	0.01847868401171509
RIN2	1.9476232508650384	0.01849417706279334
DTHD1	-1.4762831289665317	0.01851181983700051
PODN	-2.0150973541274215	0.01860093776765598
ERFE	4.416803445050205	0.0186047627882662
LINC00892	-1.9226230750183488	0.01862184853587575
EAF1-AS1	1.2188269392501905	0.01863760575583801
PLEKHB1	-1.5672012566392677	0.01866524130216361
CCDC151	1.9963852435253708	0.01869435291715645
ANKRD20A5P	-1.6491924766713673	0.01871191782445831
BICDL1	-1.4929605789835296	0.01873826289933997
TBC1D8	1.716783729431448	0.01874643596251007
COLGALT2	-2.130173400366676	0.01879234822436092
CLDN2	-1.4306045387367157	0.01879794916112105
ADGRG5	-1.0619336738555956	0.01879917898987953
RPL5P23	-1.6594104312681563	0.01880473265275308
CLEC5A	1.8855261709253617	0.01881774691868902
LTA4H	1.37574738164345	0.01882845190551248
TRBV4-1	-2.408253544627015	0.0188647751473049
EXOSC4	1.043905273826761	0.01892079862072203
XXYLT1	1.061584027316647	0.01896821415572548
GM2A	1.868222410894515	0.01899844131036611
RNF39	-3.0100281618528975	0.01902247657800323
GPR34	1.8958349324544008	0.01910027533635362
HMCN1	-2.551219032810925	0.01914165859257583
WNT1	-1.7291273644583505	0.01920730321482637
PLTP	2.6301612206303173	0.01925900241362668
USP32P1	-3.0225669195808016	0.01926349995580997
TKT	1.2492353236785445	0.01926393315827729
RPS15AP1	-1.415980485118373	0.01930729386168556
RXRA	1.2835731567080917	0.01937731321148694
ABHD17A	-1.004936044102029	0.01938432152754446
RPL4P1	-2.439844295509863	0.01938469768590815
STRCP1	-1.6648400853056895	0.01939246435759903
GFRA2	1.62362420563205	0.01943304712120866
ARFGEF3	1.06120858844586	0.01945660913820566
RPS3AP5	-2.248974212245529	0.01950199861291529
MME	-2.817544078727017	0.0195169315263662
HTR1F	2.4010432218956477	0.01955282798679842
VTN	-1.6166463826942414	0.01957513438694436
IGLV2-23	3.336081832639965	0.01957524435597558
SPDYE21	-1.822169892119218	0.01960610950485287
LPCAT1	-1.1155714464521893	0.01967505986623503
MAML3	1.338792372345061	0.01968033984790356
LINC01422	-1.0914444594231074	0.01970457982709265
ANKRD9	3.162290843381387	0.0197131606247887
PLLP	-1.4584064109920514	0.01973502713726131
ATP5MC2P4	1.628186148793274	0.01980348177588345
ALPK2	-2.16193392704645	0.01983203762350058
SDSL	1.6611197042254715	0.01985154879637331
RPL7P26	-4.058136373652937	0.01986023154836091
SLC27A3	1.765969190811379	0.01986384486370122
TDRD12	-1.8478618402215212	0.01986754182093878
FTH1P22	-2.154279965105364	0.01987314981581458
PKD2L2	-1.3491566435137765	0.01989331902944019
ETS2	2.17390239202114	0.0199305694784687
SERF2	1.4240970554424586	0.01993796976800018
ST13P4	-2.151632227520218	0.0199470102037087
DNAJA3	2.340928915268589	0.01997561335790868
IL2RB	-1.4801343059384044	0.01997581426671139
TTK	2.3748612641432425	0.0199984170630231
ABLIM1	-1.1019758434045217	0.02000894851614026
UBAP1	1.0383318153487735	0.02001318846958624
CENPA	1.4683631411328273	0.02002716878597682
SHTN1	2.0134293984947793	0.02006672463018879
ANKRD36C	-1.0493229208870214	0.02007983154634676
RC3H1-IT1	-1.887810586187014	0.0201107191498405
CDT1	1.454644335872253	0.02011209930270285
GPR152	-1.682875704254226	0.02016067962377464
KL	2.722656221777483	0.02017546455345596
MIR503HG	2.2543442698017664	0.0202052733349439
PGLYRP1	-1.506669867076784	0.02021906516115814
LINC01410	1.6674273408710358	0.0203014191190668
IGKV1D-13	3.973959943865287	0.02030150349786888
SNORA12	-1.4814591273554374	0.02034704315452591
TOR4A	1.2103107468137484	0.02035301479821854
HLCS-IT1	-1.572481145939402	0.02035589765972634
EFHB	-2.359601235688719	0.02038517733789719
HES4	-1.4931713477298127	0.02041610640227364
PTMAP11	-2.004094712354644	0.02045218678344874
SDCBP	1.0014707701997083	0.02051237988274077
APOLD1	-1.5625648935754624	0.02054596016967044
UBBP1	3.3833857357079236	0.02057271134972067
ACKR2	2.0524174832419866	0.02058833285297625
TPT1P9	1.8238227798272584	0.02060051385397926
TMEM238	-2.0078229678354793	0.02063405030382585
NHLRC1	2.0947519011852016	0.02063918575526374
LTA	-1.790390183201195	0.02065200047432309
TRAJ41	-2.2451467344982188	0.02070275378437441
DNAH8	1.7788852243999096	0.02074422428668247
ERMAP	1.516740722697972	0.02082817204549642
MAP9	-1.2497557896345588	0.02086029822801191
